date,control_point,arrive_resident,arrive_mainland,arrive_others,arrive_total,departure_resident,departure_mainland,departure_others,departure_total
2020-02-19,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-19,Harbour Control,0,0,0,0,0,0,0,0
2020-02-19,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-19,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-19,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-20,Airport,10398,525,1730,12653,11622,280,1944,13846
2020-02-20,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-20,Hung Hom,0,0,0,0,0,0,0,0
2020-02-20,Lo Wu,0,0,0,0,0,0,0,0
2020-02-20,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-20,Hong Kong-Zhuhai-Macao Bridge,2299,13,585,2897,3135,96,551,3782
2020-02-20,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-20,Man Kam To,0,0,0,0,0,0,0,0
2020-02-20,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-20,Shenzhen Bay,980,110,9,1099,1167,564,111,1842
2020-02-20,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-20,Harbour Control,0,0,0,0,0,0,0,0
2020-02-20,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-20,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-20,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-21,Airport,9821,539,2007,12367,12942,356,1749,15047
2020-02-21,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-21,Hung Hom,0,0,0,0,0,0,0,0
2020-02-21,Lo Wu,0,0,0,0,0,0,0,0
2020-02-21,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-21,Hong Kong-Zhuhai-Macao Bridge,3647,28,685,4360,3362,95,549,4006
2020-02-21,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-21,Man Kam To,0,0,0,0,0,0,0,0
2020-02-21,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-21,Shenzhen Bay,1089,115,4,1208,1195,534,115,1844
2020-02-21,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-21,Harbour Control,0,0,0,0,0,0,0,0
2020-02-21,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-21,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-22,Airport,11096,530,2030,13656,10534,247,1888,12669
2020-02-22,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-22,Hung Hom,0,0,0,0,0,0,0,0
2020-02-22,Lo Wu,0,0,0,0,0,0,0,0
2020-02-22,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-22,Hong Kong-Zhuhai-Macao Bridge,3364,14,648,4026,3511,83,641,4235
2020-02-22,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-22,Man Kam To,0,0,0,0,0,0,0,0
2020-02-22,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-22,Shenzhen Bay,980,107,2,1089,1115,487,124,1726
2020-02-22,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-22,Harbour Control,0,0,0,0,0,0,0,0
2020-02-22,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-22,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-22,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-23,Airport,15891,537,2009,18437,9225,296,2141,11662
2020-02-23,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-23,Hung Hom,0,0,0,0,0,0,0,0
2020-02-23,Lo Wu,0,0,0,0,0,0,0,0
2020-02-23,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-23,Hong Kong-Zhuhai-Macao Bridge,3203,10,633,3846,3342,86,775,4203
2020-02-23,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-23,Man Kam To,0,0,0,0,0,0,0,0
2020-02-23,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-23,Shenzhen Bay,1147,126,9,1282,1338,579,273,2190
2020-02-23,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-23,Harbour Control,0,0,0,0,0,0,0,0
2020-02-23,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-23,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-23,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-24,Airport,12267,451,1792,14510,8041,231,1919,10191
2020-02-24,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-24,Hung Hom,0,0,0,0,0,0,0,0
2020-02-24,Lo Wu,0,0,0,0,0,0,0,0
2020-02-24,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-24,Hong Kong-Zhuhai-Macao Bridge,3352,7,611,3970,4211,74,682,4967
2020-02-24,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-24,Man Kam To,0,0,0,0,0,0,0,0
2020-02-24,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-24,Shenzhen Bay,1353,130,7,1490,1964,482,181,2627
2020-02-24,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-24,Harbour Control,0,0,0,0,0,0,0,0
2020-02-24,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-24,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-24,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-25,Airport,10734,414,1471,12619,7458,181,1574,9213
2020-02-25,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-25,Hung Hom,0,0,0,0,0,0,0,0
2020-02-25,Lo Wu,0,0,0,0,0,0,0,0
2020-02-25,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-25,Hong Kong-Zhuhai-Macao Bridge,3145,13,591,3749,3281,88,593,3962
2020-02-25,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-25,Man Kam To,0,0,0,0,0,0,0,0
2020-02-25,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-25,Shenzhen Bay,1328,131,5,1464,1510,503,141,2154
2020-02-25,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-25,Harbour Control,0,0,0,0,0,0,0,0
2020-02-25,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-25,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-25,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-26,Airport,9882,410,1484,11776,7629,212,1521,9362
2020-02-26,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-26,Hung Hom,0,0,0,0,0,0,0,0
2020-02-26,Lo Wu,0,0,0,0,0,0,0,0
2020-02-26,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-26,Hong Kong-Zhuhai-Macao Bridge,3233,11,662,3906,3424,78,580,4082
2020-02-26,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-26,Man Kam To,0,0,0,0,0,0,0,0
2020-02-26,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-26,Shenzhen Bay,1202,166,11,1379,1695,548,179,2422
2020-02-26,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-26,Harbour Control,0,0,0,0,0,0,0,0
2020-02-26,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-26,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-26,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-27,Airport,9177,512,1780,11469,9051,168,1501,10720
2020-02-27,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-27,Hung Hom,0,0,0,0,0,0,0,0
2020-02-27,Lo Wu,0,0,0,0,0,0,0,0
2020-02-27,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-27,Hong Kong-Zhuhai-Macao Bridge,3420,20,616,4056,3672,99,670,4441
2020-02-27,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-27,Man Kam To,0,0,0,0,0,0,0,0
2020-02-27,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-27,Shenzhen Bay,1249,170,8,1427,1564,647,183,2394
2020-02-27,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-27,Harbour Control,0,0,0,0,0,0,0,0
2020-02-27,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-27,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-27,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-28,Airport,9205,369,1767,11341,10755,255,1747,12757
2020-02-28,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-28,Hung Hom,0,0,0,0,0,0,0,0
2020-02-28,Lo Wu,0,0,0,0,0,0,0,0
2020-02-28,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-28,Hong Kong-Zhuhai-Macao Bridge,4763,8,865,5636,4669,90,663,5422
2020-02-28,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-28,Man Kam To,0,0,0,0,0,0,0,0
2020-02-28,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-28,Shenzhen Bay,1280,181,10,1471,1724,566,175,2465
2020-02-28,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-28,Harbour Control,0,0,0,0,0,0,0,0
2020-02-28,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-28,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-28,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-29,Airport,11818,870,1893,14581,9860,230,1688,11778
2020-02-29,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-02-29,Hung Hom,0,0,0,0,0,0,0,0
2020-02-29,Lo Wu,0,0,0,0,0,0,0,0
2020-02-29,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-02-29,Hong Kong-Zhuhai-Macao Bridge,4676,19,901,5596,4866,87,787,5740
2020-02-29,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-02-29,Man Kam To,0,0,0,0,0,0,0,0
2020-02-29,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-02-29,Shenzhen Bay,1387,195,3,1585,1807,947,329,3083
2020-02-29,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-29,Harbour Control,0,0,0,0,0,0,0,0
2020-02-29,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-02-29,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-02-29,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-01,Airport,14584,1122,2461,18167,9115,354,1850,11319
2020-03-01,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-01,Hung Hom,0,0,0,0,0,0,0,0
2020-03-01,Lo Wu,0,0,0,0,0,0,0,0
2020-03-01,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-01,Hong Kong-Zhuhai-Macao Bridge,4820,13,767,5600,4587,194,905,5686
2020-03-01,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-01,Man Kam To,0,0,0,0,0,0,0,0
2020-03-01,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-01,Shenzhen Bay,1587,211,9,1807,2053,1247,931,4231
2020-03-01,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-01,Harbour Control,0,0,0,0,0,0,0,0
2020-03-01,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-01,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-02,Airport,10261,732,1935,12928,6755,206,1314,8275
2020-03-02,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-02,Hung Hom,0,0,0,0,0,0,0,0
2020-03-02,Lo Wu,0,0,0,0,0,0,0,0
2020-03-02,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-02,Hong Kong-Zhuhai-Macao Bridge,4244,10,738,4992,5321,93,836,6250
2020-03-02,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-02,Man Kam To,0,0,0,0,0,0,0,0
2020-03-02,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-02,Shenzhen Bay,2124,231,9,2364,2551,924,655,4130
2020-03-02,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-02,Harbour Control,0,0,0,0,0,0,0,0
2020-03-02,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-02,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-02,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-03,Airport,7960,734,1923,10617,6684,190,1349,8223
2020-03-03,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-03,Hung Hom,0,0,0,0,0,0,0,0
2020-03-03,Lo Wu,0,0,0,0,0,0,0,0
2020-03-03,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-03,Hong Kong-Zhuhai-Macao Bridge,4398,19,756,5173,4798,117,780,5695
2020-03-03,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-03,Man Kam To,0,0,0,0,0,0,0,0
2020-03-03,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-03,Shenzhen Bay,1479,165,3,1647,1970,793,667,3430
2020-03-03,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-03,Harbour Control,0,0,0,0,0,0,0,0
2020-03-03,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-03,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-03,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-04,Airport,7590,772,1847,10209,7170,213,1123,8506
2020-03-04,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-04,Hung Hom,0,0,0,0,0,0,0,0
2020-03-04,Lo Wu,0,0,0,0,0,0,0,0
2020-03-04,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-04,Hong Kong-Zhuhai-Macao Bridge,4368,9,753,5130,4539,92,802,5433
2020-03-04,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-04,Man Kam To,0,0,0,0,0,0,0,0
2020-03-04,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-04,Shenzhen Bay,1306,192,7,1505,1684,806,664,3154
2020-03-04,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-04,Harbour Control,0,0,0,0,0,0,0,0
2020-03-04,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-04,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-04,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-05,Airport,7074,673,1749,9496,8141,190,1289,9620
2020-03-05,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-05,Hung Hom,0,0,0,0,0,0,0,0
2020-03-05,Lo Wu,0,0,0,0,0,0,0,0
2020-03-05,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-05,Hong Kong-Zhuhai-Macao Bridge,4752,17,782,5551,4999,96,776,5871
2020-03-05,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-05,Man Kam To,0,0,0,0,0,0,0,0
2020-03-05,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-05,Shenzhen Bay,1419,226,3,1648,1589,767,638,2994
2020-03-05,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-05,Harbour Control,0,0,0,0,0,0,0,0
2020-03-05,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-05,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-05,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-06,Airport,7474,705,1877,10056,8746,215,1150,10111
2020-03-06,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-06,Hung Hom,0,0,0,0,0,0,0,0
2020-03-06,Lo Wu,0,0,0,0,0,0,0,0
2020-03-06,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-06,Hong Kong-Zhuhai-Macao Bridge,6255,22,894,7171,6030,116,768,6914
2020-03-06,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-06,Man Kam To,0,0,0,0,0,0,0,0
2020-03-06,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-06,Shenzhen Bay,1425,251,8,1684,1550,734,544,2828
2020-03-06,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-06,Harbour Control,0,0,0,0,0,0,0,0
2020-03-06,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-06,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-07,Airport,8659,795,1919,11373,7316,216,1398,8930
2020-03-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-07,Hung Hom,0,0,0,0,0,0,0,0
2020-03-07,Lo Wu,0,0,0,0,0,0,0,0
2020-03-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-07,Hong Kong-Zhuhai-Macao Bridge,5935,26,973,6934,6440,132,903,7475
2020-03-07,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-07,Man Kam To,0,0,0,0,0,0,0,0
2020-03-07,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-07,Shenzhen Bay,1180,269,2,1451,1380,856,622,2858
2020-03-07,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-07,Harbour Control,0,0,0,0,0,0,0,0
2020-03-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-08,Airport,12538,730,1833,15101,6371,276,1376,8023
2020-03-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-08,Hung Hom,0,0,0,0,0,0,0,0
2020-03-08,Lo Wu,0,0,0,0,0,0,0,0
2020-03-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-08,Hong Kong-Zhuhai-Macao Bridge,6331,23,806,7160,5935,109,1127,7171
2020-03-08,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-08,Man Kam To,0,0,0,0,0,0,0,0
2020-03-08,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-08,Shenzhen Bay,1386,252,9,1647,1547,897,678,3122
2020-03-08,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-08,Harbour Control,0,0,0,0,0,0,0,0
2020-03-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-09,Airport,8304,706,1623,10633,4721,139,970,5830
2020-03-09,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-09,Hung Hom,0,0,0,0,0,0,0,0
2020-03-09,Lo Wu,0,0,0,0,0,0,0,0
2020-03-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-09,Hong Kong-Zhuhai-Macao Bridge,5638,16,805,6459,6224,133,929,7286
2020-03-09,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-09,Man Kam To,0,0,0,0,0,0,0,0
2020-03-09,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-09,Shenzhen Bay,1632,233,10,1875,2197,774,592,3563
2020-03-09,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-09,Harbour Control,0,0,0,0,0,0,0,0
2020-03-09,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-09,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-10,Airport,7051,663,1531,9245,3802,142,914,4858
2020-03-10,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-10,Hung Hom,0,0,0,0,0,0,0,0
2020-03-10,Lo Wu,0,0,0,0,0,0,0,0
2020-03-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-10,Hong Kong-Zhuhai-Macao Bridge,5366,31,757,6154,5687,84,900,6671
2020-03-10,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-10,Man Kam To,0,0,0,0,0,0,0,0
2020-03-10,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-10,Shenzhen Bay,1491,212,5,1708,1762,802,432,2996
2020-03-10,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-10,Harbour Control,0,0,0,0,0,0,0,0
2020-03-10,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-10,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-11,Airport,7610,838,1539,9987,3443,205,841,4489
2020-03-11,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-11,Hung Hom,0,0,0,0,0,0,0,0
2020-03-11,Lo Wu,0,0,0,0,0,0,0,0
2020-03-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-11,Hong Kong-Zhuhai-Macao Bridge,5248,25,733,6006,5258,122,765,6145
2020-03-11,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-11,Man Kam To,0,0,0,0,0,0,0,0
2020-03-11,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-11,Shenzhen Bay,1418,244,2,1664,1632,866,443,2941
2020-03-11,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-11,Harbour Control,0,0,0,0,0,0,0,0
2020-03-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-12,Airport,6416,944,1426,8786,4050,152,995,5197
2020-03-12,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-12,Hung Hom,0,0,0,0,0,0,0,0
2020-03-12,Lo Wu,0,0,0,0,0,0,0,0
2020-03-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-12,Hong Kong-Zhuhai-Macao Bridge,5391,21,753,6165,5753,177,790,6720
2020-03-12,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-12,Man Kam To,0,0,0,0,0,0,0,0
2020-03-12,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-12,Shenzhen Bay,1376,235,3,1614,1602,887,417,2906
2020-03-12,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-12,Harbour Control,0,0,0,0,0,0,0,0
2020-03-12,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-13,Airport,6758,1075,1401,9234,4435,269,1044,5748
2020-03-13,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-13,Hung Hom,0,0,0,0,0,0,0,0
2020-03-13,Lo Wu,0,0,0,0,0,0,0,0
2020-03-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-13,Hong Kong-Zhuhai-Macao Bridge,6872,19,945,7836,6694,142,939,7775
2020-03-13,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-13,Man Kam To,0,0,0,0,0,0,0,0
2020-03-13,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-13,Shenzhen Bay,1418,254,3,1675,1520,1018,369,2907
2020-03-13,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-13,Harbour Control,0,0,0,0,0,0,0,0
2020-03-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-13,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-14,Airport,7513,1435,1587,10535,3764,214,996,4974
2020-03-14,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-14,Hung Hom,0,0,0,0,0,0,0,0
2020-03-14,Lo Wu,0,0,0,0,0,0,0,0
2020-03-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-14,Hong Kong-Zhuhai-Macao Bridge,6098,25,1075,7198,7110,206,1126,8442
2020-03-14,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-14,Man Kam To,0,0,0,0,0,0,0,0
2020-03-14,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-14,Shenzhen Bay,1276,270,3,1549,1560,1303,406,3269
2020-03-14,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-14,Harbour Control,0,0,0,0,0,0,0,0
2020-03-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-14,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-15,Airport,10027,1558,1950,13535,2516,315,863,3694
2020-03-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-15,Hung Hom,0,0,0,0,0,0,0,0
2020-03-15,Lo Wu,0,0,0,0,0,0,0,0
2020-03-15,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-15,Hong Kong-Zhuhai-Macao Bridge,8172,33,674,8879,7405,194,1233,8832
2020-03-15,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-15,Man Kam To,0,0,0,0,0,0,0,0
2020-03-15,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-15,Shenzhen Bay,1745,351,18,2114,1628,1565,632,3825
2020-03-15,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-15,Harbour Control,0,0,0,0,0,0,0,0
2020-03-15,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-16,Airport,8498,1662,2038,12198,2117,382,896,3395
2020-03-16,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-16,Hung Hom,0,0,0,0,0,0,0,0
2020-03-16,Lo Wu,0,0,0,0,0,0,0,0
2020-03-16,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-03-16,Hong Kong-Zhuhai-Macao Bridge,6258,28,792,7078,6782,314,1408,8504
2020-03-16,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-03-16,Man Kam To,0,0,0,0,0,0,0,0
2020-03-16,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-03-16,Shenzhen Bay,1878,326,8,2212,2182,1450,593,4225
2020-03-16,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-16,Harbour Control,0,0,0,0,0,0,0,0
2020-03-16,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-03-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-03-17,Airport,7472,1702,1272,10446,1483,339,666,2488
2020-03-17,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-03-17,Hung Hom,0,0,0,0,0,0,0,0
